"canonical_name","project_name","benchmark_group","n","c","source","version_subset","preprocessing","local_alias","sha256","candidate52","core10","identity_status","formal_name_status","source_status","processed_artifact_status","license_or_redistribution_status","bp_origin","data_format","provenance_risk","notes"
"MSRC-v1","MSRC-v1","TEXT_MV","210","7","https://github.com/wangsiwei2010/awesome-multi-view-clustering","n=210; c=7; format=hdf5_mat","per-view invalid median replacement; constant removal; z-score","msrc_v1","79823d0ce1d44418166fd50cae4155c4a3eca6128b5b7721efa38aa6c2e63401","true","false","PUBLIC_COLLECTION_REPOSITORY_VERIFIED","PROJECT_NAME_RETAINED","PUBLIC_COLLECTION_REPOSITORY_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","AUTHORITATIVE_UPSTREAM/LICENSE NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","hdf5_mat","HIGH","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"NGs","NGs","TEXT_MV","500","5","https://github.com/dugzzuli/A-Survey-of-Multi-view-Clustering-Approaches","n=500; c=5; format=classic_mat","per-view invalid median replacement; constant removal; z-score","ngs","4ab71f6c8824ea7878e62f1b059490a1b631bac8f5390923dbb387198952a30b","true","false","PUBLIC_SURVEY_REPOSITORY_VERIFIED","PROJECT_NAME_RETAINED","PUBLIC_SURVEY_REPOSITORY_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","AUTHORITATIVE_UPSTREAM/LICENSE NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","classic_mat","HIGH","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"NUSWIDE-Object-2000","NUSWIDE-Object-2000","TEXT_MV","2000","31","https://github.com/zskong/Multi-view-data","n=2000; c=31; format=hdf5_mat","per-view invalid median replacement; constant removal; z-score","nuswide_object_2000","69c71de4c886a2465158fcc8994d3f5b32d7a61eaa8977e4156691cbdde1a3fb","true","false","PUBLIC_COLLECTION_REPOSITORY_VERIFIED","PROJECT_NAME_RETAINED","PUBLIC_COLLECTION_REPOSITORY_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","AUTHORITATIVE_UPSTREAM/LICENSE NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","hdf5_mat","HIGH","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"ORL","ORL","MULTI_RELATION_7","400","40","https://www.cl.cam.ac.uk/research/dtg/attarchive/facedatabase.html","n=400; c=40; format=MATLAB v7.3/HDF5","feature views: frozen NEW10 z-score pipeline; graph views: uniform normalized spectral protocol","orl","05f756a6d0053e052b991ea415b4fd0b47eef045a9b79c485a493b79b93dc1b8","true","true","OFFICIAL_RAW_SOURCE_VERIFIED_LOCAL_THREE_VIEW_DERIVATION_HASHED","PROJECT_NAME_RETAINED","OFFICIAL_RAW_SOURCE_VERIFIED_LOCAL_THREE_VIEW_DERIVATION_HASHED","LOCAL_DERIVED_MAT_SHA256_RECORDED_AND_GENERATED_BP_PROTOCOL_FIXED","OFFICIAL SITE REQUESTS ACKNOWLEDGMENT; REDISTRIBUTION TERMS NOT_CLEARED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","MATLAB v7.3/HDF5","MEDIUM","The local three-view MAT is derived and is not an official raw-file identity."
"PubMed","PubMed","GRAPH_GEOMETRY_8","19717","3","https://github.com/shchur/gnn-benchmark/blob/master/data/npz/pubmed.npz","n=19717; c=3; format=NumPy/SciPy standardized sparse NPZ","feature: constant removal,row-L2,TruncatedSVD<=300,z-score; graph: max-symmetrize,remove diagonal,normalized spectral","pubmed","b38b5245d59425c0fabad943e70b3dc75fafd5facfd3b74c5512f37ec181dcdd","true","false","PUBLIC_STANDARDIZED_ARCHIVE_FILE_VERIFIED","PROJECT_NAME_RETAINED","PUBLIC_STANDARDIZED_ARCHIVE_FILE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","UNDERLYING DATA REDISTRIBUTION NOT_CLEARED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","NumPy/SciPy standardized sparse NPZ","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"Reuters","Reuters","NEW10","1500","6","","n=1500; c=6; format=MAT","per-view invalid median replacement; constant removal; z-score","reuters","c8f211abd3bae63a22fb734acca4ee0d816cd65023c309265cbd0989979910eb","true","false","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","PROJECT_NAME_RETAINED","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","MAT","MEDIUM","The row establishes the locally recorded source contract, not an independently verified public artifact identity."
"Scene15","Scene15","NEW10","4485","15","","n=4485; c=15; format=MAT","per-view invalid median replacement; constant removal; z-score","scene15","34ffaa4b5de6cd1d6bf46d727674400a0bdf72e7ab22f34e6fac4bfba6d60e08","true","false","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","PROJECT_NAME_RETAINED","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","MAT","MEDIUM","The row establishes the locally recorded source contract, not an independently verified public artifact identity."
"Squirrel","Squirrel","GRAPH_GEOMETRY_8","5201","5","https://github.com/graphdml-uiuc-jlu/geom-gcn/tree/f1fc0d14b3b019c562737240d06ec83b07d16a8f/new_data/squirrel","n=5201; c=5; format=Geom-GCN indexed text","feature: constant removal,row-L2,TruncatedSVD<=300,z-score; graph: max-symmetrize,remove diagonal,normalized spectral","squirrel","3f6202b6ad269b6513b5496e8b314cee448f2db21495831bc70c3af6f800705d","true","false","PINNED_PUBLIC_GEOM_GCN_FILES_VERIFIED","PROJECT_NAME_RETAINED","PINNED_PUBLIC_GEOM_GCN_FILES_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REPOSITORY/DATA LICENSE NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","Geom-GCN indexed text","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"UMIST","UMIST","NEW10","575","20","","n=575; c=20; format=public MATLAB BP pools (BPs,Y)","none; full 20-partition mixed pool consumed directly","umist","","true","false","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","PROJECT_NAME_RETAINED","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","ARCHIVE_ENTRY_PATH_SIZE_CRC_VALIDATED_NO_ARCHIVE_SHA256","NOT_VERIFIED","SUPPLIED_MATRIX_LKM_CDKM_FIXED_COLUMN_BLOCKS","public MATLAB BP pools (BPs,Y)","MEDIUM","The row establishes the locally recorded source contract, not an independently verified public artifact identity."
"USPS-3-5-6-8","USPS3568","BKCC_V2","3082","4","https://proceedings.neurips.cc/paper_files/paper/2006/hash/4b86abe48d358ecf194c56c69108433e-Abstract.html","USPS handwritten digits 3/5/6/8; 3082 samples; 256 variables; four classes","supplied BP matrices; three disjoint 20-column pools","usps3568","","true","true","PUBLIC_VARIANT_DIMENSIONS_VERIFIED; EXACT_BP_ARTIFACT_ARCHIVE_LOCAL","SUPPORTED_VARIANT_NAME","PUBLIC_VARIANT_DIMENSIONS_VERIFIED_EXACT_BP_ARTIFACT_NOT_VERIFIED","LOCAL_BP_ARCHIVE_ENTRY_VALIDATED_BY_SIZE_AND_CRC_ONLY","UPSTREAM_DATA_LICENSE_NOT_VERIFIED","SUPPLIED_MATRIX_LKM_CDKM_FIXED_COLUMN_BLOCKS","MAT entries inside ZIP","MEDIUM","Use USPS-3-5-6-8 in prose; retain project alias USPS3568 in filenames and historical tables."
"WebKB","WebKB","TEXT_MV","1051","2","https://www.cs.cmu.edu/afs/cs/project/theo-11/www/wwkb/","n=1051; c=2; format=hdf5_mat","per-view invalid median replacement; constant removal; z-score","webkb","de4c81145b1f55a63d4fcf58be1177bda79b0943cb6d50df7ee7a3bd33dda2d9","true","false","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","PROJECT_NAME_RETAINED","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REDISTRIBUTION TERMS NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","hdf5_mat","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"WebKB-Cornell","WebKB-Cornell","CONTENT_RELATION_8","195","5","https://www.cs.cmu.edu/afs/cs/project/theo-11/www/wwkb/","n=195; c=5; format=classic MATLAB","feature views: frozen NEW10 z-score pipeline; graph views: uniform normalized spectral protocol","webkb_cornell","5f1dbc105de4405f76ebd1e3fc7ff990b09e77c17bc31b7662508222893539e9","true","false","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","PROJECT_NAME_RETAINED","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REDISTRIBUTION TERMS NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","classic MATLAB","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"WebKB-Texas","WebKB-Texas","CONTENT_RELATION_8","187","5","https://www.cs.cmu.edu/afs/cs/project/theo-11/www/wwkb/","n=187; c=5; format=classic MATLAB","feature views: frozen NEW10 z-score pipeline; graph views: uniform normalized spectral protocol","webkb_texas","4eb1a4cf5dafb1c214c37c935bd2d7b6ba334dbb18bb885c9c67b744a16e25e6","true","false","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","PROJECT_NAME_RETAINED","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REDISTRIBUTION TERMS NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","classic MATLAB","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"WebKB-Washington","WebKB-Washington","CONTENT_RELATION_8","230","5","https://www.cs.cmu.edu/afs/cs/project/theo-11/www/wwkb/","n=230; c=5; format=classic MATLAB","feature views: frozen NEW10 z-score pipeline; graph views: uniform normalized spectral protocol","webkb_washington","9ee7b56d4129121563463ca33a9d48cc713261e1da06611145b55de31f54692e","true","false","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","PROJECT_NAME_RETAINED","OFFICIAL_CMU_PROJECT_PAGE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REDISTRIBUTION TERMS NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","classic MATLAB","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"WebKB-Wisconsin","WebKB-Wisconsin","CONTENT_RELATION_8","265","5","https://stat.ethz.ch/CRAN/web/packages/ORKM/index.html","n=265; c=5; format=classic MATLAB","feature views: frozen NEW10 z-score pipeline; graph views: uniform normalized spectral protocol","webkb_wisconsin","568ec9257c127fa96f6dd246995080114025b2e1b4c731bcc64715d5821bd002","true","false","CRAN_PACKAGE_PAGE_VERIFIED_NOT_DATASET_ORIGIN","PROJECT_NAME_RETAINED","CRAN_PACKAGE_PAGE_VERIFIED_NOT_DATASET_ORIGIN","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","DATASET ORIGIN/LICENSE NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","classic MATLAB","HIGH","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"Wiki","Wiki","TEXT_MV","2866","10","http://www.svcl.ucsd.edu/projects/crossmodal/","n=2866; c=10; format=hdf5_mat","per-view invalid median replacement; constant removal; z-score","wiki","01e4308d0149f9d8590cddd2914b283c44df19311c72520ecd2791f7f2341a9a","true","false","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","PROJECT_NAME_RETAINED","RECORDED_SOURCE_NOT_INDEPENDENTLY_VERIFIED_THIS_AUDIT","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","NOT_VERIFIED","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","hdf5_mat","MEDIUM","The row establishes the locally recorded source contract, not an independently verified public artifact identity."
"WikiCS","WikiCS","GRAPH_GEOMETRY_8","11701","10","https://github.com/pmernyei/wiki-cs-dataset/blob/master/dataset/data.json","n=11701; c=10; format=official Wiki-CS JSON","feature: constant removal,row-L2,TruncatedSVD<=300,z-score; graph: max-symmetrize,remove diagonal,normalized spectral","wikics","77ff0f6a6d461acb0d99662e8b247bd6978d94cb8a205229a5723872fa8d74a5","true","false","PUBLIC_DATA_FILE_VERIFIED","PROJECT_NAME_RETAINED","PUBLIC_DATA_FILE_VERIFIED","LOCAL_SOURCE_HASH_RECORDED_IN_DATASET_INVENTORY","REPOSITORY/DATA LICENSE REQUIRES CHECK","GENERATED_FIXED_PROTOCOL_FROM_HASHED_LOCAL_SOURCE","official Wiki-CS JSON","MEDIUM","Public page/file was independently located on 2026-09-20; exact processed-artifact identity remains governed by the local hash/contract field."
"Worm Neuron","Worm Neuron","BKCC_V2","4186","10","","n=4186; c=10; format=MAT entries inside ZIP","supplied BP matrices; three disjoint 20-column pools","worm_neuron","","true","false","LOCAL_CONTRACT_ONLY","PROJECT_NAME_RETAINED","LOCAL_CONTRACT_ONLY","ARCHIVE_ENTRY_PATH_SIZE_CRC_VALIDATED_NO_ARCHIVE_SHA256","NOT_VERIFIED","SUPPLIED_MATRIX_LKM_CDKM_FIXED_COLUMN_BLOCKS","MAT entries inside ZIP","HIGH","The row establishes the locally recorded source contract, not an independently verified public artifact identity."
